,s.game,,,,,,,,playing,Views,followers,,,,,,,,
31241000576,Zombie Army Trilogy,3,720,60,0,2018-11-14T20:37:18Z,R3KK0N,r3kk0n,Grand Theft Auto V,1570,99,[18+] bisschen chillen!,de,de,,2018-09-25T18:20:16Z,2018-11-14T22:17:57Z,TRUE,FALSE
31240722656,PlanetSide 2,3,720,60.02331,0,2018-11-14T20:13:00Z,Sigieron,sigieron,League of Legends,29076,2244,[FR] POUR TERRA ! [PLANETSIDE 2],fr,en,,2012-05-16T15:39:10Z,2018-11-14T22:18:46Z,FALSE,FALSE
31240508672,,3,1080,30,0,2018-11-14T19:56:08Z,reddopasta,reddopasta,Creative,2243,112,Blame it on Rick,en,en-gb,,2016-09-03T19:54:28Z,2018-11-14T21:32:04Z,TRUE,FALSE
31240289264,FIFA 19,3,1080,30,0,2018-11-14T19:36:43Z,onvrmYT,onvrmyt,Call of Duty: Black Ops 4,914,147,Black Ops 4 Bree,de,de,,2018-09-23T18:31:26Z,2018-11-14T22:19:39Z,FALSE,FALSE
31240019232,,3,720,30,0,2018-11-14T19:13:04Z,strejdaxpro,strejdaxpro,Creative,8510,394,TvoªÌ_m,cs,en,,2013-08-15T03:34:50Z,2018-11-14T22:04:18Z,TRUE,FALSE
31240014848,FIFA 19,3,720,60,0,2018-11-14T19:12:41Z,docter48,docter48,Just Chatting,7687,157,JETZT LSD / TÌ_glich grÌ_sst der Doc..,de,de,,2018-02-25T01:02:09Z,2018-11-14T22:19:09Z,FALSE,FALSE
31239476944,Counter-Strike: Global Offensive,3,720,60,0,2018-11-14T18:27:54Z,Supersaz,supersaz,Dota 2,3047,162,THE STREAM DREAM TEAM - COME SAY HEY,en,en,,2010-11-03T17:56:05Z,2018-11-14T21:21:42Z,FALSE,FALSE
31238514000,,3,480,15,0,2018-11-14T17:01:56Z,cpt_meticulous,cpt_meticulous,Creative,3523,9,Main Channel,en,en,,2017-11-07T17:46:43Z,2018-11-14T22:03:35Z,FALSE,FALSE
31238514000,,3,480,15,0,2018-11-14T17:01:56Z,cpt_meticulous,cpt_meticulous,Creative,3523,9,Main Channel,en,en,,2017-11-07T17:46:43Z,2018-11-14T22:03:35Z,FALSE,FALSE
31238508192,Counter-Strike: Global Offensive,3,720,60,0,2018-11-14T17:01:31Z,FroggyMortuiVivosDocent,froggymortuivivosdocent,PLAYERUNKNOWN'S BATTLEGROUNDS,1282,72,Sve/Eng- FroggyTime!,sv,sv,,2017-05-18T12:47:08Z,2018-11-14T22:19:28Z,TRUE,FALSE
31238508192,Counter-Strike: Global Offensive,3,720,60,0,2018-11-14T17:01:31Z,FroggyMortuiVivosDocent,froggymortuivivosdocent,PLAYERUNKNOWN'S BATTLEGROUNDS,1282,72,Sve/Eng- FroggyTime!,sv,sv,,2017-05-18T12:47:08Z,2018-11-14T22:19:28Z,TRUE,FALSE
31238514000,,3,480,15,0,2018-11-14T17:01:56Z,cpt_meticulous,cpt_meticulous,Creative,3523,9,Main Channel,en,en,,2017-11-07T17:46:43Z,2018-11-14T22:03:35Z,FALSE,FALSE
31238514000,,3,480,15,0,2018-11-14T17:01:56Z,cpt_meticulous,cpt_meticulous,Creative,3523,9,Main Channel,en,en,,2017-11-07T17:46:43Z,2018-11-14T22:03:35Z,FALSE,FALSE
31238508192,Counter-Strike: Global Offensive,3,720,60,0,2018-11-14T17:01:31Z,FroggyMortuiVivosDocent,froggymortuivivosdocent,PLAYERUNKNOWN'S BATTLEGROUNDS,1282,72,Sve/Eng- FroggyTime!,sv,sv,,2017-05-18T12:47:08Z,2018-11-14T22:19:28Z,TRUE,FALSE
31238508192,Counter-Strike: Global Offensive,3,720,60,0,2018-11-14T17:01:31Z,FroggyMortuiVivosDocent,froggymortuivivosdocent,PLAYERUNKNOWN'S BATTLEGROUNDS,1282,72,Sve/Eng- FroggyTime!,sv,sv,,2017-05-18T12:47:08Z,2018-11-14T22:19:28Z,TRUE,FALSE
31242131968,Cuphead,2,720,0,0,2018-11-14T22:19:08Z,dolukid,dolukid,Fortnite,11,2,this will make you cry_Ù÷´,en,en,,2018-11-10T16:47:28Z,2018-11-14T22:19:02Z,FALSE,FALSE
31242127856,Destiny 2,2,720,0,0,2018-11-14T22:18:45Z,thatdrayeboy,thatdrayeboy,Darwin Project,521,39,Lets Yeet this Wheat,en,en,,2016-08-05T16:27:34Z,2018-11-14T22:19:01Z,FALSE,FALSE
31242103856,Overwatch,2,720,59.970016,0,2018-11-14T22:16:31Z,Kuyod,kuyod,Call of Dutyå¨: Black Ops 4,2280,674,Grindddd :v,en,en,,2015-01-11T05:53:45Z,2018-11-14T22:18:04Z,FALSE,FALSE
31242083456,Don't Starve,2,720,60,0,2018-11-14T22:14:37Z,Davpelle01,davpelle01,Brawl Stars,83,7,Hoy es un gran dia para Brawl Stars!!! :),es,es,,2016-05-25T17:37:40Z,2018-11-14T22:14:48Z,FALSE,FALSE
31242083456,Don't Starve,2,720,60,0,2018-11-14T22:14:37Z,Davpelle01,davpelle01,Brawl Stars,83,7,Hoy es un gran dia para Brawl Stars!!! :),es,es,,2016-05-25T17:37:40Z,2018-11-14T22:14:48Z,FALSE,FALSE
31242083456,Don't Starve,2,720,60,0,2018-11-14T22:14:37Z,Davpelle01,davpelle01,Brawl Stars,83,7,Hoy es un gran dia para Brawl Stars!!! :),es,es,,2016-05-25T17:37:40Z,2018-11-14T22:14:48Z,FALSE,FALSE
31242083456,Don't Starve,2,720,60,0,2018-11-14T22:14:37Z,Davpelle01,davpelle01,Brawl Stars,83,7,Hoy es un gran dia para Brawl Stars!!! :),es,es,,2016-05-25T17:37:40Z,2018-11-14T22:14:48Z,FALSE,FALSE
31242067632,Talk Shows & Podcasts,2,720,29.985008,0,2018-11-14T22:13:09Z,Ryoichi77,ryoichi77,This War of Mine: The Little Ones,1398,82,"[Ps4\\ITA]Volete giocare alla guerra? Eccola, serata riflessiva. Goal follower 82/100 !comandi",it,it,,2016-04-23T18:12:08Z,2018-11-14T22:14:50Z,FALSE,FALSE
31242026512,,2,720,30,0,2018-11-14T22:09:24Z,bdragonite,bdragonite,IRL,125,23,help me figure out what to play plz,en,en,,2017-12-26T20:32:48Z,2018-11-14T22:09:22Z,FALSE,FALSE
31241971632,,2,720,60,0,2018-11-14T22:04:29Z,jesspika,jesspika,Creative,3001,111,Cat cam! Editing pics on PS. Not the best but practicing!,en,en,,2017-11-05T00:07:16Z,2018-11-14T22:04:27Z,TRUE,FALSE
31241962704,,2,810,60,0,2018-11-14T22:03:37Z,Gravesover9000,gravesover9000,Creative,935,18,Try to improve,de,de,,2015-01-04T15:17:27Z,2018-11-14T20:40:43Z,FALSE,FALSE
31241955408,,2,720,60,0,2018-11-14T22:02:58Z,yyaawwn,yyaawwn,IRL,5119,246,yyaawwns mobilstream,en,sv,,2017-12-27T23:42:01Z,2018-10-25T23:35:21Z,FALSE,FALSE
31241944592,Just Chatting,2,1080,60,0,2018-11-14T22:02:04Z,DropTrooperColo,droptroopercolo,Fallout 76,4052,455,"Fallout 76 Starting Over, Fun stuff with no push to talk!",en,en,,2015-06-10T06:44:41Z,2018-11-14T22:18:22Z,FALSE,FALSE
31241907200,,2,720,29.925186,0,2018-11-14T21:59:05Z,Agent82Happy,agent82happy,IRL,5931,387,Work Work Work,en,en,,2015-11-25T05:53:48Z,2018-11-12T21:10:01Z,TRUE,FALSE
31241842896,Fortnite,2,720,60,0,2018-11-14T21:53:11Z,krronatv,krronatv,osu!,4875,146,osu chill,fr,fr,,2018-01-19T12:22:31Z,2018-11-14T22:19:17Z,FALSE,FALSE
31241802752,,2,720,60,0,2018-11-14T21:49:27Z,JacksMcCardle,jacksmccardle,Creative,3372,211,graphic work | @JackMcCardle,en,en-gb,,2016-12-22T11:59:35Z,2018-11-14T04:08:50Z,FALSE,FALSE
31241775952,,2,720,30,0,2018-11-14T21:46:50Z,phephiphophumb,phephiphophumb,IRL,246,9,Music and Chill,en,en,,2012-11-21T06:10:10Z,2018-11-14T22:05:42Z,FALSE,FALSE
31241690560,,2,1080,60,0,2018-11-14T21:39:02Z,iRADIOUSA,iradiousa,IRL,4007,34,iradiousa's mobile stream,en,en,,2009-10-04T20:14:03Z,2018-11-14T22:02:40Z,FALSE,FALSE
31241676640,,2,720,59.949623,0,2018-11-14T21:37:44Z,AngelFishQueen,angelfishqueen,Creative,415,20,Swipe Up To Get Iced Up,en,en,,2014-05-05T01:10:21Z,2018-11-14T22:04:44Z,TRUE,FALSE
31241674336,,2,720,30.045067,0,2018-11-14T21:37:31Z,chickenwingz238,chickenwingz238,irl,1155,264,walking in the cold,en,en,,2016-01-09T21:26:15Z,2018-11-14T21:36:30Z,FALSE,FALSE
31241616800,,2,1080,60.0096,0,2018-11-14T21:32:25Z,mlapprentice,mlapprentice,Creative,180,4,Building a parametric speech model #DataScience #programming #python #machinelearning,en,en,,2018-02-26T17:36:39Z,2018-11-14T21:31:01Z,FALSE,FALSE
31241579904,Call of Dutyå¨: Black Ops 4,2,480,29.979675,0,2018-11-14T21:29:12Z,auto______,auto______,Call of Duty: Black Ops 4,39,5,Black Ops 4 with 4K Fusion,en,en,,2018-10-23T23:45:26Z,2018-11-14T21:55:59Z,FALSE,FALSE
31241478368,,2,720,30,0,2018-11-14T21:19:42Z,Bearlyfit,bearlyfit,Creative,168475,2058,Editing Senor Portraits and random |  then Fortnite Tourney,en,en,,2015-01-27T05:06:40Z,2018-11-14T21:33:39Z,FALSE,FALSE
31241368752,,2,900,30,0,2018-11-14T21:09:41Z,pokx,pokx,IRL,8,0,RUMO GOLD 5,pt,pt-br,,2017-11-24T01:05:48Z,2018-11-14T22:17:03Z,FALSE,FALSE
31241365712,Darkest Dungeon,2,900,60,0,2018-11-14T21:09:26Z,ZZT_dubasik,zzt_dubasik,Soulcalibur VI,57562,1462,__£ _Ò_Ó_¥ _¢__Ï _Ï___ª C5,ru,ru,,2016-04-20T11:25:45Z,2018-11-14T22:19:38Z,FALSE,TRUE
31241194480,,2,720,30,0,2018-11-14T20:54:47Z,4A_Studios,4a_studios,Creative,666,74,Destiny 2 syncing all day - Maybe some OW at the end :D,en,es,,2015-08-23T23:40:33Z,2018-11-14T21:31:33Z,FALSE,FALSE
31240984736,osu!,2,720,30,0,2018-11-14T20:35:53Z,WakudaKatze,wakudakatze,Enter the Gungeon,179,11,Enter the Gungeon: Quest for the Bullet,en,en,,2017-05-21T01:20:57Z,2018-11-14T22:19:34Z,FALSE,FALSE
31240963904,,2,768,30,0,2018-11-14T20:34:02Z,haircoif,haircoif,IRL,17623,389,FR] Extinctoin  nouv serv x10 small  HaircoiF dans une nouvelle aventure insta: haircoifff,fr,fr,,2012-06-06T05:31:39Z,2018-11-14T22:04:46Z,FALSE,FALSE
31240923952,,2,786,60,0,2018-11-14T20:30:31Z,PaxStereo,paxstereo,Creative,1623,49,Pax Stereo Tv Simulcast - www.paxstereo.tv/watch,en,en,,2009-05-14T02:13:42Z,2018-11-14T20:37:51Z,FALSE,FALSE
31240733376,War Thunder,2,720,60,0,2018-11-14T20:13:56Z,yurnero17,yurnero17,League of Legends,20,2,Lolsito,es,en,,2017-08-16T23:58:46Z,2018-11-14T22:19:12Z,FALSE,FALSE
31240716864,,2,720,60,0,2018-11-14T20:12:32Z,MrBlackMammbaa,mrblackmammbaa,IRL,1344,71,Creation de la nouvelle intro pour la chaine en 3D!,fr,pt,,2017-05-17T09:36:00Z,2018-11-14T21:06:34Z,TRUE,FALSE
31240493440,Overwatch,2,720,60,0,2018-11-14T19:54:51Z,aarden,aarden,Warframe,84,8,Trying to Warframe pls no flame,en,en,,2015-03-21T04:36:53Z,2018-11-14T22:18:05Z,FALSE,FALSE
31240423920,PLAYERUNKNOWN'S BATTLEGROUNDS,2,720,30,0,2018-11-14T19:48:49Z,MrNixGaming,mrnixgaming,Call of Duty: Black Ops 4,582,21,Zombies Metzeln :D (GER),de,de,,2017-04-17T20:01:05Z,2018-11-14T22:17:29Z,FALSE,FALSE
31240364224,,2,720,60,0,2018-11-14T19:43:21Z,pyxael,pyxael,Creative,392,23,‰ªÁ doodling ‰ªÁ,en,en,,2016-12-27T12:42:02Z,2018-11-14T20:10:17Z,FALSE,FALSE
31239649200,,2,540,30,0,2018-11-14T18:42:50Z,salubel,salubel,IRL,181,0,Conferencia Salubel,es,en,,2018-07-31T00:30:04Z,2018-11-14T21:03:13Z,FALSE,FALSE
31230496208,,2,720,30,0,2018-11-13T23:47:36Z,HmmmTPTK,hmmmtptk,IRL,1856,16,Day 66 - Live ReggieBot trading test - Starting balance 0.127 (0.037 BTC + 0.09 BTC added 25th of September ),en,el,,2015-06-24T00:42:04Z,2018-11-14T22:01:58Z,FALSE,FALSE
31242067632,Talk Shows & Podcasts,2,720,29.985008,0,2018-11-14T22:13:09Z,Ryoichi77,ryoichi77,This War of Mine: The Little Ones,1398,82,"[Ps4\\ITA]Volete giocare alla guerra? Eccola, serata riflessiva. Goal follower 82/100 !comandi",it,it,,2016-04-23T18:12:08Z,2018-11-14T22:14:50Z,FALSE,FALSE
31240984736,osu!,2,720,30,0,2018-11-14T20:35:53Z,WakudaKatze,wakudakatze,Enter the Gungeon,179,11,Enter the Gungeon: Quest for the Bullet,en,en,,2017-05-21T01:20:57Z,2018-11-14T22:19:34Z,FALSE,FALSE
31242067632,Talk Shows & Podcasts,1,720,29.985008,0,2018-11-14T22:13:09Z,Ryoichi77,ryoichi77,This War of Mine: The Little Ones,1398,82,"[Ps4\\ITA]Volete giocare alla guerra? Eccola, serata riflessiva. Goal follower 82/100 !comandi",it,it,,2016-04-23T18:12:08Z,2018-11-14T22:14:50Z,FALSE,FALSE
31240984736,osu!,1,720,30,0,2018-11-14T20:35:53Z,WakudaKatze,wakudakatze,Enter the Gungeon,179,11,Enter the Gungeon: Quest for the Bullet,en,en,,2017-05-21T01:20:57Z,2018-11-14T22:19:34Z,FALSE,FALSE
31242114864,Art,1,1080,60,0,2018-11-14T22:17:28Z,AmbassadorXB,ambassadorxb,The Jackbox Party Pack 5,24029,370,(Xbox One/EN) A fallen streamer making a comeback with Jackbox 5. (13+ Stream),en,en,,2016-06-29T21:56:35Z,2018-11-14T22:18:22Z,TRUE,FALSE
31242112512,League of Legends,1,720,30,0,2018-11-14T22:17:15Z,NicoShiroNeko,nicoshironeko,,61,11,,pt,pt-br,,2018-10-31T05:38:49Z,2018-11-14T22:19:19Z,FALSE,FALSE
31242094288,,1,1080,60,0,2018-11-14T22:15:35Z,THEflamersCREW,theflamerscrew,IRL,1839,45,Esto va de todo un poco,es,es,,2016-05-19T00:33:17Z,2018-11-14T22:15:31Z,FALSE,FALSE
31242067632,Talk Shows & Podcasts,1,720,29.985008,0,2018-11-14T22:13:09Z,Ryoichi77,ryoichi77,This War of Mine: The Little Ones,1398,82,"[Ps4\\ITA]Volete giocare alla guerra? Eccola, serata riflessiva. Goal follower 82/100 !comandi",it,it,,2016-04-23T18:12:08Z,2018-11-14T22:14:50Z,FALSE,FALSE
31242055088,Desktop,1,720,31.11111,0,2018-11-14T22:12:03Z,biel_01,biel_01,Fortnite,45,2,Fortnite NUBANDO...,en,pt-br,,2017-05-11T22:49:35Z,2018-11-14T22:12:25Z,FALSE,FALSE
31242052784,Fortnite,1,720,30,0,2018-11-14T22:11:51Z,Chunky805,chunky805,Overwatch,59,5,Hello :),en,en,,2015-07-23T20:55:26Z,2018-11-14T22:15:00Z,FALSE,FALSE
31242036432,,1,1080,30,0,2018-11-14T22:10:18Z,JAKEJANCOOK_,jakejancook_,IRL,5971,680,Please dont mention my size,en,en,,2015-06-24T11:13:25Z,2018-11-14T22:10:39Z,TRUE,FALSE
31241998912,,1,512,30,0,2018-11-14T22:06:57Z,sirmeh12,sirmeh12,Creative,0,0,test2,en,en,,2016-11-29T03:05:11Z,2018-11-14T22:06:47Z,FALSE,FALSE
31241983680,,1,1080,60,0,2018-11-14T22:05:35Z,mrnoobtastic,mrnoobtastic,Creative,7086,239,Let's see if I remember how to do this streaming thing !loots,en,en,,2014-04-26T01:38:41Z,2018-11-14T22:07:09Z,TRUE,FALSE
31241974576,,1,720,29.644268,0,2018-11-14T22:04:45Z,dsniv806,dsniv806,IRL,33,6,Help,en,en,,2018-03-12T20:50:10Z,2018-11-14T22:05:33Z,FALSE,FALSE
31241958096,,1,720,60,0,2018-11-14T22:03:11Z,RogueMarines,roguemarines,Creative,4197,235,"Paracord Handle making, Games and Raising Money for Vet families for thanksgiving meals.",en,en,,2015-02-16T05:33:59Z,2018-11-14T22:03:04Z,TRUE,FALSE
31241944064,,1,576,30,0,2018-11-14T22:02:02Z,forextechmagazine,forextechmagazine,IRL,475,23,$100 to $100K ?,en,en,,2018-09-22T21:17:35Z,2018-11-14T22:01:59Z,TRUE,FALSE
31241944064,,1,576,30,0,2018-11-14T22:02:02Z,forextechmagazine,forextechmagazine,IRL,475,23,$100 to $100K ?,en,en,,2018-09-22T21:17:35Z,2018-11-14T22:01:59Z,TRUE,FALSE
31241944064,,1,576,30,0,2018-11-14T22:02:02Z,forextechmagazine,forextechmagazine,IRL,475,23,$100 to $100K ?,en,en,,2018-09-22T21:17:35Z,2018-11-14T22:01:59Z,TRUE,FALSE
31241944064,,1,576,30,0,2018-11-14T22:02:02Z,forextechmagazine,forextechmagazine,IRL,475,23,$100 to $100K ?,en,en,,2018-09-22T21:17:35Z,2018-11-14T22:01:59Z,TRUE,FALSE
31241939264,,1,720,30,0,2018-11-14T22:01:38Z,atlanta_,atlanta_,IRL,1172,19,im back to take over | Follow @turnstonesports on Socials!,en,en,,2016-04-13T17:34:23Z,2018-11-14T22:06:42Z,FALSE,FALSE
31241923680,,1,1080,60,0,2018-11-14T22:00:25Z,MeaningOfLines,meaningoflines,Creative,675,14,Modelado de personajes para impresiÌ_n 3D. Drizzt Do Urden.,es,es,,2015-04-16T19:31:30Z,2018-11-14T22:05:13Z,FALSE,FALSE
31241899536,,1,1080,30,0,2018-11-14T21:58:21Z,fVAnya,fvanya,IRL,328,1,Test,other,ru,,2017-02-26T10:30:37Z,2018-11-14T22:04:53Z,TRUE,FALSE
31241889120,,1,720,30,0,2018-11-14T21:57:26Z,avvet_,avvet_,Creative,153,4,Let's Draw: Color Practice (11/14),en,en,,2015-08-16T23:40:06Z,2018-11-14T22:05:52Z,FALSE,FALSE
31241741984,,1,1080,60,0,2018-11-14T21:43:48Z,silberein,silberein,Creative,812,83,Chilling,en,en,,2016-02-08T14:16:02Z,2018-11-14T22:05:27Z,FALSE,FALSE
31241641936,,1,540,30,0,2018-11-14T21:34:40Z,KayBit,kaybit,Creative,471,57,just doing some stuff,en,en,,2013-10-07T01:19:08Z,2018-11-14T21:33:24Z,TRUE,FALSE
31241479408,,1,720,30.005455,0,2018-11-14T21:19:47Z,’ÎÓ“_µÂ,rlarndwjs01,IRL,38,4,“÷_‘_ã“ÝÎ“_÷ ‘¡¡“_÷‘Ê,ko,ko,,2018-01-22T18:37:03Z,2018-11-14T21:23:39Z,FALSE,FALSE
31241479408,,1,720,30.005455,0,2018-11-14T21:19:47Z,’ÎÓ“_µÂ,rlarndwjs01,IRL,38,4,“÷_‘_ã“ÝÎ“_÷ ‘¡¡“_÷‘Ê,ko,ko,,2018-01-22T18:37:03Z,2018-11-14T21:23:39Z,FALSE,FALSE
31241479408,,1,720,30.005455,0,2018-11-14T21:19:47Z,’ÎÓ“_µÂ,rlarndwjs01,IRL,38,4,“÷_‘_ã“ÝÎ“_÷ ‘¡¡“_÷‘Ê,ko,ko,,2018-01-22T18:37:03Z,2018-11-14T21:23:39Z,FALSE,FALSE
31241479408,,1,720,30.005455,0,2018-11-14T21:19:47Z,’ÎÓ“_µÂ,rlarndwjs01,IRL,38,4,“÷_‘_ã“ÝÎ“_÷ ‘¡¡“_÷‘Ê,ko,ko,,2018-01-22T18:37:03Z,2018-11-14T21:23:39Z,FALSE,FALSE
31241461392,,1,1080,60,0,2018-11-14T21:18:03Z,4rthurSoaresTV,4rthursoarestv,IRL,1073,155,DUO DAS PLAYS,pt,en,,2018-10-14T03:05:42Z,2018-11-14T22:05:50Z,TRUE,FALSE
31241346000,Counter-Strike: Global Offensive,1,1080,60,0,2018-11-14T21:07:38Z,x0oma,x0oma,Dota 2,1176,26,_Ò_¥__÷_ª __ _Á_¢_Ê_÷_Ï_¥_Ê_¥,ru,ru,,2016-10-16T12:50:41Z,2018-11-14T22:10:42Z,FALSE,FALSE
31241235792,,1,480,30,0,2018-11-14T20:58:22Z,XAVIERCATON,xaviercaton,IRL,1428,110,"BIENVENUE SUR MON LIVEDE EURO TRUCK SIMULATOR 2",fr,fr,,2015-09-12T15:30:24Z,2018-11-14T14:58:26Z,FALSE,FALSE
31241182672,Fallout 76,1,720,60,0,2018-11-14T20:53:40Z,JustM0ka,justm0ka,Fortnite,623,19,back to fortnite baby,fr,fr,,2013-09-08T17:43:56Z,2018-11-14T22:10:23Z,FALSE,FALSE
31241131632,Counter-Strike: Global Offensive,1,720,60,0,2018-11-14T20:49:03Z,adam_edgar,adam_edgar,Garry's Mod,252,10,GMOD with all the boys,en,en-gb,,2012-12-02T20:20:25Z,2018-11-14T22:02:46Z,FALSE,FALSE
31241046608,,1,720,60.02401,0,2018-11-14T20:41:23Z,cuteavalanche,cuteavalanche,IRL,3803,95,KittenCam LA livestream powered by MobCrush.com #FloofTroop,en,en,,2018-01-19T06:14:55Z,2018-11-14T21:03:04Z,FALSE,FALSE
31240984736,osu!,1,720,30,0,2018-11-14T20:35:53Z,WakudaKatze,wakudakatze,Enter the Gungeon,179,11,Enter the Gungeon: Quest for the Bullet,en,en,,2017-05-21T01:20:57Z,2018-11-14T22:19:34Z,FALSE,FALSE
31240553024,,1,1050,60,0,2018-11-14T19:59:42Z,beardly_arts,beardly_arts,Creative,314,46,Draw with Beardly - Folktale Week 2018 - Witch,en,en,,2016-05-27T01:22:11Z,2018-11-14T22:07:32Z,TRUE,FALSE
31240539696,,1,720,30,0,2018-11-14T19:58:40Z,FoxpirateAce,foxpirateace,Creative,1496,48,Under my rock,en,en,,2015-09-03T19:42:00Z,2018-11-14T20:06:51Z,FALSE,FALSE
31240465648,NHL 19,1,1080,48,0,2018-11-14T19:52:25Z,RIBBYXD,ribbyxd,Fortnite,4219,292,HELP ME REACH 300 FOLLOWERS!!! #GIVEAWAY,en,en,,2016-07-11T21:51:30Z,2018-11-14T22:16:04Z,FALSE,FALSE
31240256192,,1,1080,30,0,2018-11-14T19:33:51Z,Seljdon,seljdon,IRL,7182,368,MOVIE TIME,en,en,,2015-08-09T19:42:37Z,2018-11-14T22:09:28Z,TRUE,FALSE
31240053664,Just Chatting,1,720,60,0,2018-11-14T19:16:04Z,SorSoraha,sorsoraha,Overwatch,374,7,Trying to Get Gud Part 40 || Console Ana Main,en,de,,2015-01-31T17:28:46Z,2018-11-14T22:18:16Z,TRUE,FALSE
31239680832,PokÌ©mon Omega Ruby/Alpha Sapphire,1,720,60,0,2018-11-14T18:45:33Z,ŒöÛŒ¡¼‹Ä¢Šü_ö»,dream_dream,Final Fantasy VII,99,14,Final fantasy untill bed time,en,en,,2017-01-23T22:15:09Z,2018-11-14T21:42:41Z,TRUE,FALSE
31239558672,Destiny 2,1,720,30,0,2018-11-14T18:34:57Z,slimenator,slimenator,Rocket League,9533,170,Ich bin voll der Auto!  åø\_(‹Äã)_/åø  !sounds,de,de,,2013-05-15T19:57:16Z,2018-11-14T21:35:03Z,TRUE,FALSE
31239460832,Call of Dutyå¨: Black Ops 4,1,720,29.985008,0,2018-11-14T18:26:32Z,jjjjjjjull,jjjjjjjull,,113,1,dark matter grind,es,es,,2017-05-29T18:43:37Z,2018-11-14T22:04:52Z,TRUE,FALSE
31238885312,,1,720,30,0,2018-11-14T17:36:13Z,PapaGimp55,papagimp55,IRL,6698,264,Just a test for a new bot,en,en,,2013-04-19T00:26:09Z,2018-11-14T17:48:26Z,TRUE,FALSE
31238288688,,1,720,30,0,2018-11-14T16:40:21Z,Seosia,seosia,Creative,1122,109,[KR]“Ý_’ö¡ “±ã“Ää“_Ô!(“Ð«“ÜÏ) ’´“Ð_‘_‘ÓÓ“÷_ (å«‹ÄÈìä‹ÄÈ`),ko,ko,,2017-01-14T04:35:03Z,2018-11-14T21:32:44Z,FALSE,FALSE
31238204208,,1,768,30,0,2018-11-14T16:31:40Z,faxanduu,faxanduu,IRL,85,3,Bun Cam,en,en,,2018-10-16T13:41:53Z,2018-11-14T22:03:55Z,FALSE,FALSE
31235473696,,1,720,30,0,2018-11-14T09:59:22Z,ORDcomics,ordcomics,Creative,853,32,Doodlin',en,en,,2017-04-05T06:32:50Z,2018-11-14T22:03:22Z,FALSE,FALSE
